gradient_descent
2413002641.3722324
2354080736.504018
2296244598.123569
2239480805.0985518
2183776019.7632675
2129116987.9186046
2075490538.8321354
2022883585.238048
1971283123.3371701
1920676232.7969396
1871050076.7514482
1822391901.801423
1774689038.0142207
1727928898.9238167
1682098981.5308433
1637186866.3025596
1593180217.1728437
1550066781.5422244
1507834390.2778533
1466470957.7135327
1425964481.6496668
1386303043.3533278
1347474807.5581987
1309468022.4645996
1272271019.739496
1235872214.5164764
1200260105.3957584
1165423274.4442046
1131350387.1953046
1098030192.6491888
1065451523.2726059
1033603294.9989551
1002474507.2282614
972054242.8271756
942331668.1289976
913296032.9336534
884936670.5076945
857242997.5843265
830204514.3633637
803810804.5112703
778051535.1611415
752916456.9127024
728395403.8323117
704478293.4529684
681155126.7742934
658415988.2625536
636251045.8506402
614650550.9380811
593604838.391037
573104326.5423068
553139517.1913161
533700995.6041256
514779430.5134341
496365574.1185712
478450262.0854923
461024413.5468025
444079031.1017288
427605200.8161327
411594092.2225096
396036958.3199893
380925135.57434314
366250043.91795945
352003186.74987257
338176150.9357463
324760606.8078807
311748308.165202
299131092.27327996
286900879.86431116
275049675.137125
263569565.75719008
252452722.85660368
241691401.03409815
231277938.35504118
221204756.3514312
211464360.02190012
202049337.83171463
192952361.71277502
184166187.06361562
175683652.74940097
167497681.1019345
159601277.9196496
151987532.46761188
144649617.47752416
137580789.14771983
130774387.14316903
124223834.59547146
117922638.10286252
111864387.73021196
106042757.0090205
100451502.93742482
95084465.98019294
89935570.06872939
84998822.60106835
80268314.44188148
75738219.9224705
71402796.8407734
67256386.46135995
63293413.5154337
59508386.200832285
55895896.18202626
52450618.59012047
49167312.02285219
46040818.544593334
43066063.68634857
40238056.44575644
37551889.28708909
35002738.141251065
32585862.40578252
30296604.944855273
28130392.089275658
26082733.63648273
24149222.850550037
22325536.462183792
20607434.668724187
18990761.134145007
17471442.989053197
16045490.830689333
14708998.722927794
13458144.196275756
12289188.247874886
11198475.34149984
10182433.40755857
9237573.843092902
8360491.511778228
7547864.743923037
6796455.3364699995
6103108.552994559
5464753.123706136
4878401.245447587
4341148.581695368
3850174.262559117
3402740.8847823325
2996194.5117419437
2627964.673448326
2295564.3665454113
1996590.0543106105
1728721.6666550068
1489722.6001228958
1277439.7178924512
1089803.3497750922
924827.2922159107
780608.8082933861
655328.6277196206
547250.946840208
454723.42863422
376177.2027142957
310126.86532655027
255170.47935063776
209989.57429973033
173349.14632050713
144097.65819316483
121167.0393314197
103572.68578250677
90413.46022718
80871.69197969828
74213.17698784947
69787.17783293346
67026.4237297666
65447.11052668265
64648.90070553212
64314.9233816825
64187.994029615744
64108.989013797145
64027.03549488122
63946.04721576477
63865.53082291469
63785.37636134107
63705.85727459708
63627.630404778974
63550.27839691443
63472.91828133232
63395.656598846
63318.49494029442
63241.43494172299
63164.478284383775
63087.62669473542
63010.88194444309
62934.24585037853
62857.720274620086
62781.30712445265
62705.008352367695
62628.825956063236
62552.761978443916
62479.93741853219
62403.54820572582
62327.258328435106
62251.06940330012
62174.98309216768
62099.00110209107
62023.12518533013
61947.35713935132
61871.69880682767
61796.15207563876
61720.71887887074
61645.40119481633
61570.201046974835
61496.30600622554
61420.9664165948
61345.7342889917
61270.611455908285
61195.599795043076
61120.70122930115
61045.91772679421
60971.2513008405
60897.240995237175
60822.54282546459
60747.956542511354
60673.484086206954
60599.12744158747
60524.888638895536
60453.02982467841
60378.53574819848
60304.143865832004
60229.85587332546
60155.673511631976
60081.59856691126
60007.63287052958
59933.77829905972
59860.0367742811
59786.41026317966
59712.90077794801
59640.24567700312
59566.666352381246
59493.19713533776
59419.83992327982
59346.59665882118
59273.46932978209
59200.45996918949
59130.7405520249
59057.50174752933
58984.298233135116
58911.19680114938
58838.19914429783
58765.30700051268
58692.52215293275
58619.846429903424
58547.28170497664
58474.829896910946
58402.49296967139
58330.27293242967
58259.011857433805
58186.7045114249
58114.50631777231
58042.41915070698
57970.44492966642
57898.58561929473
57826.84322944251
57756.249322652984
57684.39058264908
57612.63967863803
57540.998452428496
57469.46879103583
57398.05262668185
57326.75193679499
57255.56874401025
57187.102115777016
57115.732646612945
57044.402032889055
56973.1752470383
56902.05402838227
56831.0401614491
56760.13547597356
56689.34184689691
56618.66119436701
56548.0954837383
56477.64672557182
56408.819356371874
56338.1938723609
56267.67338221371
56197.25965568632
56126.95450774125
56056.759798547675
55986.67743348129
55916.70936312437
55846.857583265766
55777.613908528394
55707.741648077536
55637.980917269226
55568.33364749243
55498.80181534274
55429.38744262229
55363.37128085879
55294.35475433925
55224.94359411225
55155.643719283034
55086.4570554472
55017.38557340698
54948.4312891712
54882.24799301382
54813.469854216
54744.48598318604
54675.61144516661
54606.848118794034
54538.19792791112
54469.662841567326
54401.244874018616
54335.56859012865
54267.40040103269
54198.977266507165
54130.66453268339
54062.46410402326
53994.377930195216
53926.4080060743
53859.34861049997
53791.30051578019
53723.36127264869
53655.53274797865
53587.816853849945
53520.21554754886
53452.73083156836
53386.97432177269
53319.328829888254
53251.77087136434
53184.31920316845
53116.97562828591
53049.741994908465
