average_result
63080289152093.36
62343247639362.664
61065093535900.21
60734109793716.11
60100248747286.17
59551554496592.7
59066385352500.625
58067941486058.36
57203814328966.77
56491412430311.58
56010994473965.9
52121949446826.47
50538462926646.16
44014975986618.64
41820103277913.3
39619189588901.336
38810539197800.516
35276248127034.5
33224911696773.438
30622712302003.445
29935494173059.523
23000006740126.6
11776753380472.182
8069348722119.492
8050011984729.279
7454890420045.92
7406418577280.893
3771800125431.6436
3731971589984.538
1540908908831.2524
1419238596107.5745
1059230981477.8942
1051676533442.1738
65597190916.54325
6342488027.489641
6024495765.428186
6024495765.428186
6024495765.428186
5485878618.8097515
5485878618.8097515
1735150094.2847857
1735150094.2847857
1278964205.1580875
1278964205.1580875
1278964205.1580875
360377952.96830565
360377952.96830565
360377952.96830565
360377952.96830565
360377952.96830565
360377952.96830565
360377952.96830565
358912923.74161977
358912923.74161977
353423381.9648729
353423381.9648729
353423381.9648729
353423381.9648729
353423381.9648729
348201994.5541657
101062208.22485891
101062208.22485891
73883724.66787346
73744103.81088454
73744103.81088454
73744103.81088454
73744103.81088454
73744103.81088454
73100251.67242564
73100251.67242564
73100251.67242564
73100251.67242564
73100251.67242564
72486499.35620716
72486445.63642927
72486445.63642927
72236648.93704957
72030799.74460706
3537819.0550707676
3537819.0550707676
3537819.0550707676
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527953.4166556178
3527330.2692034147
3527309.1407772778
3526589.3825259856
3526589.3825259856
3526589.3825259856
3526402.1203027256
3524160.1914165625
3524160.1914165625
3524160.1914165625
3524160.1914165625
3524160.1914165625
3524160.1914165625
2953971.681397073
2953971.681397073
2953971.681397073
2915746.2805204326
2915342.8046648474
2915342.8046648474
2707611.0045129084
2707611.0045129084
2707611.0045129084
2707611.0045129084
2707611.0045129084
2707611.0045129084
2707611.0045129084
2707436.13601886
2707436.13601886
2707436.13601886
2707436.13601886
2707436.13601886
2482930.9433958395
2482930.9433958395
2482930.9433958395
2482930.9433958395
2482930.9433958395
2274806.701917029
2274806.701917029
2175388.810373065
2175388.810373065
2175318.6833463884
2109739.2253632275
2109739.2253632275
2109739.2253632275
2109739.2253632275
2101548.550803722
2101548.550803722
2101548.550803722
1993066.9135503634
1993066.9135503634
1993066.9135503634
1990672.4380213008
1990672.4380213008
1990672.4380213008
1990672.4380213008
1990672.4380213008
1990672.4380213008
1990672.4380213008
1980353.905356116
1980353.905356116
1980353.905356116
1980353.905356116
1980353.905356116
1914086.1943205162
1914086.1943205162
1913958.4507875696
1913958.4507875696
1913958.4507875696
1907221.733494707
1635984.3994281352
1635984.3994281352
1633068.8822108263
1627246.1677355112
1627246.1677355112
1627174.619423118
1626950.4616405796
1626794.4187375864
1625368.008739743
1625368.008739743
1615875.1178650204
1615875.1178650204
1615659.711464609
1615340.325104486
1613320.6504910365
1613320.6504910365
1609377.5642371073
1606690.1195267527
1603953.227385313
1603953.227385313
1601022.2291896068
1601000.2755492171
1600860.8395965188
1600860.8395965188
1600338.9303843193
1600338.9303843193
1600338.9303843193
1597335.4303440917
1561890.8330657738
1561890.8330657738
1561890.8330657738
