average_result
1380774151438.8743
1355752670929.9624
1347012321218.9773
1328327463054.3142
1317880521409.9639
1281355027135.6682
1265585419529.1511
1247916898877.408
1233142336063.6506
1214625903248.7185
1196086407626.031
1191803360094.4016
1178470266733.7449
1166529023661.6226
1139027529525.9468
1129113594688.4138
1116683854646.198
1100902866065.3445
1077294922371.1202
1064681143384.174
1050489387637.9388
1030740639922.0483
1019441069059.1993
1006759219563.1539
982045908654.2795
968196185480.6388
946840011145.4874
934496254527.2401
925542275127.536
910085463813.7328
900550869606.3163
894835224372.748
887336544215.7781
869328244183.0132
858541776987.4392
844461635027.615
835558581170.9526
824219661266.5082
814394003457.282
803258750823.8572
783758485039.6769
774039881482.8728
754562420375.0626
735852836127.663
716827804486.408
708181320792.6401
693157353750.7573
677708906447.5687
669834066092.943
654545154228.6713
645211216121.252
623807856529.5289
609363309801.3306
580523785080.965
565883960158.6146
545799153903.6783
531184855348.8431
516225929927.5216
504284407353.93585
496990267903.2008
480199214453.5006
470755813083.1146
460305125775.8265
448158571910.5238
436664487089.22205
426104934015.9219
419050076752.5822
406589845334.31744
396843521946.2772
384025158389.5203
377880811239.966
364289586745.32556
354960628707.6435
331246908348.3288
328591282157.3639
313207548890.96735
303057279521.9414
290795704450.5403
280565362324.344
270162767676.641
268552481463.8981
264162570580.31805
253797385102.6144
245773544339.86945
236009110885.4466
227775549329.43417
220895569387.84653
215640822185.26297
208973480051.992
200633745666.94135
190647281111.72525
182353167826.84296
169001348792.06915
164270922641.7091
156468975714.14026
152671578917.8359
141975979917.89948
138935710478.55084
135104282277.09346
130854364746.38454
128747501820.56148
125018949987.0005
116809603115.53136
101023177918.91753
100110028835.69998
92689961910.63185
88360345599.68369
85429579160.15251
77711846094.96211
74474767703.84267
66301598800.75945
59749363987.15346
55218698441.706154
52557370619.97885
45704601268.3633
41932121341.56474
41478359329.350296
39856747073.53757
34482180039.49132
33037390606.04382
27267150621.195316
26485594653.16819
25748084938.81683
25455026193.910828
23271261532.3475
18974481021.956036
17977077663.458023
17523836200.58046
16600577985.361258
16141051327.089634
15841586001.405912
14204965663.162523
13019519315.39887
12847126449.03828
12243435908.4708
7619559428.711392
7537716503.54172
7490748336.167657
7490729025.339347
7445791223.46549
7436224145.360122
7332594472.180799
6615692945.70008
4330454848.911184
4179240716.5476766
4161243334.961944
3427895122.6277843
3411032845.392745
3223113399.003461
3195014062.696964
3195014062.696964
3169499337.872119
3163749015.8817453
3163412885.4263773
3163125321.557717
2410123950.420176
2404950366.835902
2387309205.233278
2384063455.140663
2383932532.9319286
557072737.5390195
537206024.7267603
532881195.24127805
478549550.8601293
476138732.97741
473753694.1817253
368346526.8953009
366941715.3374395
366941715.3374395
361615906.7837704
266358283.92756122
260363818.98290664
260279551.39762977
260279551.39762977
246344313.02621877
232544164.22598326
232544164.22598326
221288716.5863171
174484096.3673163
174484096.3673163
171793751.33250636
171793751.33250636
147344183.6831061
144641006.43805355
138223456.9078561
130767617.59062521
130710027.19644265
127651309.41055468
127651309.41055468
127651309.41055468
104347018.6185692
91920062.67539337
91670997.25726356
90912266.04906334
90215935.39588541
88321644.73686151
87957144.37984556
86575580.69383512
85762652.86828272
82835412.10881235
82673715.7093807
81063899.8142824
70037444.56239972
69700348.62386577
66310331.8736585
64236590.035610154
59262532.34578397
59112555.799212374
59112555.799212374
58480563.39003642
58321340.936498895
58267344.17691687
58267344.17691687
57746493.32011744
56880297.76982842
53894016.77910575
53489996.77204812
53484005.82037128
52733480.252068244
52657704.29582033
52536545.90354518
52536545.90354518
52437974.03508088
50459055.78876973
50170066.06834071
49580701.68956644
48287998.1908907
42869439.18291057
40848698.11863197
40169761.7898763
40135656.80724308
37383486.74832059
37301700.52228154
37301700.52228154
37298615.09179433
37131752.46144826
36422213.54170232
31408737.539891228
29792468.584813315
29766910.973074988
29617827.563880403
29527746.815572523
29463370.718143903
29378593.861117434
24675660.859276652
24357160.971621636
24334501.242815778
23641440.734915026
23289081.696748298
22617338.987470806
22385061.370762877
22276448.028238785
22276448.028238785
22275438.02045657
22007646.251743
21985132.804587435
21842921.40033822
21330208.767323352
21296612.504602864
21222719.359406147
21144032.69644813
21137969.08452181
20833422.559688427
20827155.50976163
20827155.50976163
20827155.50976163
20559221.386109814
20543053.437891115
20096933.664628778
19995491.49847968
19987247.246248372
19346738.59146542
19338834.884341177
19324686.956285335
19324686.956285335
19324686.956285335
19324686.956285335
18968512.310971428
18966121.449354645
18910365.980524424
18910365.980524424
18907731.670984603
18907731.670984603
18793663.894178465
18793663.894178465
18470045.500466682
18470045.500466682
18451014.1036665
18449535.104307905
18449535.104307905
18424413.799167693
18376342.836259127
18311967.44700176
18311967.44700176
18283933.901001904
17443186.812595166
17443186.812595166
17425852.247526634
16972715.65722829
16447795.535978127
16392606.626011698
16392606.626011698
16061279.281470096
16051489.656445479
15899405.412660887
15852676.175942047
15852676.175942047
15777406.83892118
15487093.407360349
15433546.854616659
