ES,GD
[1523.35160241],50419.80261581391
[1523.35160241],50387.846112861414
[1523.35160241],50354.58125032929
[1523.35160241],50322.18254250308
[1523.35160241],50290.11087524834
[1523.35160241],50256.967501822866
[1523.35160241],50224.50403347583
[1523.35160241],50192.79303405568
[1522.40679529],50159.52729492866
[1478.83899749],50127.23362788566
[1478.83899749],50095.16491247176
[1478.83899749],50062.1436869621
[1478.83899749],50029.70250481742
[1462.82662333],49998.01466940538
[1462.82662333],49964.933832248156
[1454.19021975],49932.65966275176
[1454.19021975],49900.85733338545
[1454.19021975],49867.82383523357
[1454.19021975],49835.57978064235
[1454.19021975],49803.84905058494
[1436.83386528],49770.84043223664
[1436.83386528],49738.64921629356
[1436.83386528],49706.92445878028
[1436.83386528],49673.97521375363
[1436.83386528],49641.8023084936
[1436.83386528],49610.18332414065
[1436.83386528],49577.24069291767
[1436.83386528],49545.13887297685
[1436.83386528],49513.47315396473
[1436.83386528],49480.61782632277
[1436.83386528],49448.50751046355
[1436.83386528],49417.02218794335
[1436.83386528],49384.1354276914
[1436.83386528],49352.13824313058
[1427.5506958],49320.49071856402
[1427.5506958],49287.75051848811
[1427.5506958],49255.68150992122
[1416.69362489],49224.39537791268
[1408.5711014],49191.53370564104
[1394.85440886],49159.65758317918
[1394.85440886],49127.98198654217
[1394.85440886],49095.38010206061
[1382.63961393],49063.33149538043
[1382.63961393],49031.51598951909
[1382.63961393],48999.38984084273
[1382.63961393],48968.24022741843
[1382.63961393],48935.47410388867
[1382.63961393],48903.69820312863
[1365.59485041],48872.145201883446
[1362.07268867],48839.64572542334
[1354.57895282],48807.70506023108
[1354.57895282],48776.091605402515
[1354.57895282],48743.95214707591
[1354.57895282],48712.94549794268
[1337.46804927],48680.288635322184
[1337.46804927],48648.622613258136
[1337.46804927],48617.17481712885
[1337.46804927],48584.78620221439
[1337.46804927],48552.9507222971
[1337.46804927],48521.380327880586
[1324.28716837],48489.42838897764
[1324.28716837],48458.53801929881
[1324.28716837],48425.9687198204
[1324.28716837],48394.394962426486
[1324.28716837],48363.081830849405
[1324.28716837],48330.78902790324
[1324.28716837],48299.06477964236
[1321.66573973],48267.88384261438
[1321.66573973],48235.72433906861
[1321.66573973],48204.09645157984
[1321.66573973],48172.59398410931
[1319.30262283],48141.41269141736
[1319.30262283],48109.19557032948
[1309.72127754],48077.57955858344
[1309.72127754],48046.804333775384
[1309.72127754],48014.46985243853
[1309.72127754],47983.053790125785
[1309.72127754],47951.980877546506
[1296.37353822],47919.83130526316
[1278.85707823],47888.31096207004
[1278.85707823],47857.67966422404
[1278.85707823],47825.368115109435
[1272.25384187],47794.05418973175
[1272.25384187],47762.99175913837
[1272.25384187],47730.96110024549
[1272.25384187],47699.48557429993
[1254.89211259],47668.3739535293
[1254.89211259],47636.66432835826
[1254.89211259],47605.925653956394
[1254.89211259],47573.90413664906
[1254.89211259],47542.54358636869
[1254.89211259],47512.0142849973
[1254.89211259],47479.876600864474
[1254.89211259],47448.72008375889
[1254.89211259],47417.79566849501
[1254.89211259],47385.91989406651
[1254.89211259],47354.58833879825
[1254.89211259],47323.49914178342
[1243.65990981],47292.09290556367
[1243.65990981],47261.66168966126
[1243.65990981],47229.638312619216
[1221.88826605],47198.5755165111
[1221.88826605],47167.7924027713
[1221.56685607],47136.00835787801
[1221.56685607],47104.78992048212
[1221.56685607],47074.13916747504
[1221.56685607],47042.46935244402
[1174.45201354],47011.31143813847
[1174.45201354],46980.27856985055
[1170.81898413],46949.75093608506
[1170.81898413],46917.9790583479
[1170.81898413],46886.920988940896
[1170.81898413],46856.605988243515
[1170.81898413],46824.78990669984
[1146.64130069],46793.85721501498
[1146.64130069],46763.36099924329
[1146.64130069],46731.69522908469
[1146.64130069],46700.692843068166
[1146.64130069],46670.52954705532
[1146.64130069],46638.75892744581
[1146.64130069],46607.94491728823
[1146.64130069],46577.432003082184
[1146.64130069],46545.899190863995
[1146.64130069],46514.935435937645
[1146.64130069],46484.58435379017
[1146.64130069],46453.129884909475
[1146.64130069],46422.19577143338
[1146.64130069],46391.29846154891
[1146.64130069],46360.501337006724
[1146.64130069],46330.32097418224
[1143.4981881],46298.78370770873
[1124.41514813],46268.021414857714
[1124.41514813],46237.8944992737
[1124.41514813],46206.39186834172
[1124.41514813],46175.67375145721
[1121.25741577],46145.57568087833
[1121.25741577],46114.11997369826
[1113.40096866],46083.43389986117
[1113.40096866],46053.39660676097
[1113.40096866],46021.97181867242
[1113.40096866],45991.33357727374
[1113.40096866],45961.31545800578
[1113.40096866],45929.94244837613
[1113.40096866],45899.33158648204
[1095.88804904],45869.386566271074
[1095.88804904],45838.03822296153
[1086.25901475],45807.4812941258
[1086.25901475],45777.539343067976
[1086.25901475],45746.250897892554
[1086.25901475],45715.71360387572
[1086.25901475],45685.8653082866
[1086.25901475],45654.59107401506
[1086.25901475],45624.117857036836
[1086.25901475],45594.24590346659
[1081.16619999],45563.04508256625
[1081.16619999],45532.578734394534
[1062.46534781],45502.83449730535
[1062.46534781],45471.630506987654
[1062.46534781],45441.245053126826
[1062.46534781],45411.432975246455
[1058.49539153],45380.32477811179
[1058.49539153],45349.92532866863
[1058.49539153],45320.29702663965
[1055.5397782],45289.15693536962
[1055.5397782],45258.86620239736
[1041.56197606],45229.09731455087
[1041.56197606],45198.08987080839
[1041.56197606],45167.75139969288
[1041.56197606],45138.25790345994
[1041.56197606],45107.171372864104
[1041.56197606],45076.987607993324
[1041.56197606],45047.2342182927
[1041.56197606],45016.340660702306
[1041.56197606],44986.055360797865
[1039.95902385],44956.481846589915
[1039.95902385],44925.60837676975
[1039.95902385],44895.37842206391
[1027.55953519],44865.987907661845
[1025.17445779],44835.041796722
[1025.17445779],44804.954692306404
[1025.17445779],44775.376533842005
[1020.18031592],44744.579272130024
[1020.18031592],44714.4309376041
[1020.18031592],44685.12495684155
[1020.18031592],44654.25699569856
[1020.18031592],44624.2500326454
[1020.18031592],44594.75120538635
[1020.18031592],44564.036722493525
[1020.18031592],44533.9649879765
[1020.18031592],44504.69687395496
[1020.18031592],44473.94253379358
[1015.23063071],44443.979708872124
[1015.23063071],44414.649672601416
[1015.23063071],44383.97333647139
[988.95329922],44354.0144869633
[988.95329922],44324.82058338706
[988.95329922],44294.13608736146
[988.95329922],44264.26134313465
[988.95329922],44234.99010400328
[988.95329922],44204.406945619
[988.95329922],44174.51524784303
[988.95329922],44145.436903154834
[988.95329922],44114.816143721386
[988.95329922],44085.03599467242
[988.95329922],44055.807942395324
[988.95329922],44025.32563229812
[988.66290121],43995.4958107478
[988.66290121],43966.454466276715
[988.66290121],43935.95490203241
[988.66290121],43906.213234751296
[988.66290121],43877.17050038071
[988.66290121],43846.717266678075
[978.65176816],43817.008940993794
[978.65176816],43788.02361890391
[966.86608431],43757.60263112115
[966.86608431],43727.940501399855
[966.86608431],43698.97816979963
[966.86608431],43668.607189135255
[966.86608431],43638.97512547434
[966.86608431],43610.0790232417
[966.86608431],43579.73570524293
[966.86608431],43550.15397240431
[966.86608431],43521.26976460388
[966.86608431],43490.98219976979
[966.86608431],43461.42544295443
[966.86608431],43432.62120525383
[966.86608431],43402.35414971566
[966.86608431],43372.854139454525
[966.86608431],43344.04458001706
[954.99909631],43313.84220737905
[954.99909631],43284.35932077318
[954.99909631],43255.65100128468
[932.31147449],43225.45804357391
[931.97775996],43196.04181166919
[928.98286063],43167.30159930415
[928.98286063],43137.187120514754
[928.98286063],43107.77599074012
[928.98286063],43079.16972266037
[928.98286063],43049.04756010582
[928.98286063],43019.718318300256
[928.98286063],42991.039368921556
[925.31866675],42961.01687028476
[925.31866675],42931.67447987097
[925.31866675],42903.116754892304
[925.31866675],42873.10379643733
[925.31866675],42843.826626396316
[925.31866675],42815.30045085237
[925.31866675],42785.32273871619
[925.31866675],42756.08896393772
[925.31866675],42727.59317041228
[907.56391742],42697.66167447462
[907.56391742],42668.4616518454
[907.56391742],42640.02229341535
[907.56391742],42610.123432189845
[907.56391742],42580.96908477466
[907.56391742],42552.55393480133
[907.56391742],42522.70451331026
[887.19306946],42493.581153339925
[887.19306946],42465.229955894254
[887.19306946],42435.40922642432
[887.19306946],42406.33495898685
[887.19306946],42377.99870871956
[877.69679076],42348.23226242584
[870.9257361],42319.18485139499
[870.9257361],42290.92381376889
[870.9257361],42261.18014677483
[867.6920419],42232.18692272084
[867.6920419],42203.927017738686
[867.6920419],42174.24486705766
[867.6920419],42145.272371591425
[867.6920419],42117.104430167135
[867.6920419],42087.4362499191
[867.6920419],42058.525494716836
[860.71918531],42030.33820047502
[860.71918531],42000.742270867624
[860.71918531],41971.84322238135
[860.71918531],41943.69736705545
[850.20199862],41914.15441419341
[850.20199862],41885.28493859732
[850.20199862],41857.09102975576
[850.20199862],41827.657630947026
[850.20199862],41798.781014891596
[850.20199862],41770.24771492213
[850.20199862],41741.19117181082
[850.20199862],41712.75276831647
[850.20199862],41683.656910399215
[837.00517133],41655.09198036532
[837.00517133],41626.1768905049
[837.00517133],41598.03555049528
[837.00517133],41568.778422525094
[837.00517133],41539.99956159617
[837.00517133],41511.39333167668
[837.00517133],41482.67679455401
[834.40712895],41454.733520999696
[834.40712895],41425.41944621583
[834.40712895],41396.78365486084
[799.05758757],41368.862796522284
[786.80659899],41339.62206039509
[759.18494388],41311.00177347699
[759.18494388],41282.920682765005
[759.18494388],41253.88511326281
[759.18494388],41225.248402570185
[759.18494388],41196.6556092409
[759.18494388],41168.418459230044
[759.18494388],41139.630650555555
[759.18494388],41111.45732023949
[759.18494388],41082.660186788366
[759.18494388],41054.42938288633
[759.18494388],41025.742912033515
[759.18494388],40997.74692529442
[759.18494388],40968.88886535129
[759.18494388],40940.447946366934
[759.18494388],40912.15963370709
[759.18494388],40884.29267169441
[759.18494388],40855.34213161042
[759.18494388],40826.92057441877
[759.18494388],40798.82919542557
[759.18494388],40770.245360872555
[759.18494388],40742.32679034805
[759.18494388],40713.62914899577
[759.18494388],40685.39934830633
[759.18494388],40657.104865130066
[755.79970228],40629.50313867629
[755.79970228],40600.6029291844
[752.03088627],40572.34808004992
[752.03088627],40544.74828865101
[749.17411808],40515.95118389468
[749.17411808],40487.69741858166
[749.17411808],40459.820022767686
[749.17411808],40431.344644818
[749.17411808],40403.457752316775
[749.17411808],40375.04510745743
[749.17411808],40347.27174469267
[749.17411808],40318.80171514276
[749.17411808],40290.86430315459
[749.17411808],40262.614267645105
[749.17411808],40235.20165339485
[749.17411808],40206.52046137016
[746.13865235],40178.435939447394
[739.90102439],40150.88181612695
[731.47227047],40122.39215813655
[727.39889759],40094.310895987146
[727.39889759],40066.282088533655
[716.91611335],40038.79906295119
[716.91611335],40010.34811609074
[716.91611335],39982.314390571424
[716.91611335],39954.304510527996
[716.91611335],39926.588399620094
[712.03096621],39898.4651459049
[712.03096621],39871.1101642733
[702.34888224],39842.699110458445
[702.34888224],39814.74997242054
[697.6881681],39787.0234922955
[697.6881681],39759.06649849084
[697.6881681],39731.99719223487
[697.6881681],39703.47225222176
[697.6881681],39675.707663126785
[697.6881681],39648.588601795986
[697.6881681],39620.15137400124
[697.6881681],39592.385942504974
[687.04305544],39565.41813916071
[687.04305544],39536.96440729575
[687.04305544],39509.28596593279
[687.04305544],39482.23009280915
[683.01884187],39453.88385447231
[683.01884187],39426.188515823276
[683.01884187],39399.20956583634
[683.01884187],39370.90678915528
[683.01884187],39343.24904729801
[683.01884187],39316.28716326722
[683.01884187],39288.04312552165
[683.01884187],39260.412422208436
[683.01884187],39233.38268180679
[676.86313947],39205.266846720624
[671.86024362],39177.63072212752
[671.86024362],39150.27025164149
[665.04469304],39122.542878998356
[665.04469304],39095.59828929566
[665.04469304],39067.53454200845
[665.04469304],39039.97483240763
[663.31158183],39012.75692975371
[663.31158183],38985.018524636755
[663.31158183],38957.93309095814
[663.31158183],38930.11904975335
[663.31158183],38902.80820262467
[656.18541883],38875.29651067385
[656.18541883],38848.63465421724
[656.18541883],38820.5544617517
[656.18541883],38793.207491701476
[656.18541883],38766.54112554677
[642.71492978],38738.52524267358
[642.71492978],38711.197332753836
[642.71492978],38684.62842544675
[639.70245211],38656.62388720342
[639.70245211],38629.35890106432
[639.70245211],38602.766318187045
[639.70245211],38574.83607704166
[639.70245211],38547.5821303967
[639.70245211],38521.10939180444
[639.70245211],38493.178763692464
[639.70245211],38465.997301955955
[639.70245211],38439.474457769145
[639.70245211],38411.63191557375
[639.70245211],38384.45052007002
[639.70245211],38357.9936213726
[639.70245211],38330.19335104872
[639.70245211],38303.050143840934
[639.70245211],38276.61501333754
[639.70245211],38248.869552406664
[639.70245211],38221.755575005336
[632.998507],38195.2722026207
[622.20359505],38167.63741389608
[622.20359505],38140.524074923094
[612.87925246],38113.76958974972
[612.87925246],38086.45140937562
[612.87925246],38059.71206507833
[612.87925246],38032.43223962127
[597.78897503],38005.74711849221
[597.78897503],37978.467344185956
[597.78897503],37951.7484381858
[583.91700219],37924.5555945244
[583.91700219],37898.006873375896
[583.91700219],37870.70292479186
[583.91700219],37843.845329932905
[583.91700219],37816.95334249693
[574.92371468],37790.69245518769
[574.92371468],37763.20432192003
[574.92371468],37736.32713858973
[574.92371468],37710.04545257565
[574.92371468],37682.6851193726
[574.92371468],37655.802249428336
[574.92371468],37629.19949365568
[574.92371468],37602.21485945036
[574.92371468],37575.955858167006
[574.11273918],37548.69988934594
[574.11273918],37521.87086114857
[574.11273918],37495.18441577325
[574.11273918],37468.48010892748
[574.11273918],37442.3727408789
[574.11273918],37415.06953254702
[574.11273918],37388.365524927416
[574.11273918],37362.24677061863
[571.48140038],37335.07067578828
[571.48140038],37308.36244858486
[571.48140038],37281.93175612601
[568.97010652],37255.12574815045
[568.97010652],37229.06334055194
[568.97010652],37201.963380509544
[568.97010652],37175.32071075419
[568.97010652],37148.936541579795
[568.97010652],37122.22399302842
[568.97010652],37096.31076673634
[568.97010652],37069.21026680874
[568.97010652],37042.67026605993
[568.97010652],37016.643712683166
[568.97010652],36989.71264988264
[568.97010652],36963.188885368494
[568.97010652],36936.71288925935
[562.61999231],36910.82264148717
[543.87292634],36883.87448453843
[543.87292634],36857.40247471582
[540.48372344],36831.26087214493
[540.48372344],36804.62148700498
[540.48372344],36778.64352915263
[540.48372344],36751.89858360102
[540.48372344],36725.60687063032
[534.90831135],36699.29839133736
[534.90831135],36673.56327959674
[534.90831135],36646.65746884141
[533.1186725],36620.3498543691
[533.1186725],36594.67617878261
[526.54669036],36567.84330341834
[526.54669036],36541.5576456381
[526.54669036],36515.77750106682
[526.54669036],36489.109517367695
[525.15259111],36462.85379815249
[525.15259111],36436.661594584315
[525.15259111],36411.23628681586
[525.15259111],36384.37522659184
[514.93610387],36358.26950819872
[514.93610387],36332.7542207103
[514.93610387],36306.00179088336
[514.93610387],36279.88269675775
[514.93610387],36254.488904746
[514.93610387],36227.74721570944
[514.93610387],36201.68795324011
[514.93610387],36176.34368534995
[514.93610387],36149.62667386624
[514.93610387],36123.61872569964
[514.93610387],36098.28225824984
[514.93610387],36071.62324072043
[514.93610387],36045.640310959476
[514.93610387],36020.38541847071
[514.93610387],35993.74592076703
[514.93610387],35967.8183003273
[514.93610387],35942.55995093924
[514.93610387],35915.98434416839
[514.93610387],35890.07725254239
[503.31160742],35864.91320120865
[503.31160742],35838.35041891763
[491.94421001],35812.50378447265
[491.94421001],35787.32175256379
[491.94421001],35760.830484600876
[491.94421001],35734.99895486863
[472.43971501],35709.909752093554
[472.43971501],35683.43480140133
[472.43971501],35657.66040666458
[472.43971501],35632.57884940194
[439.1748924],35606.15933152337
[439.1748924],35580.41224735544
[434.78701244],35555.40598405005
[434.78701244],35529.00917025873
[434.78701244],35503.314643367135
[431.58912131],35478.31242546516
[431.58912131],35451.97566951058
[431.58912131],35426.30502331297
[431.58912131],35401.362715922165
[431.58912131],35375.06081832126
[431.58912131],35349.433452789555
[431.58912131],35324.54641829612
[431.58912131],35298.27356802577
[431.58912131],35272.69379531519
[431.58912131],35247.8247340776
[431.58912131],35221.6046612132
[416.7973078],35196.054432552875
[416.7973078],35171.220743404825
[416.7973078],35145.049814871585
[416.7973078],35119.53310539554
[416.7973078],35094.68682629901
[416.66061025],35068.59693166873
[416.66061025],35043.09519648877
[416.66061025],35018.100829303046
[401.15154871],34992.204746106174
[401.15154871],34966.68526485579
[401.15154871],34941.18535602691
[401.15154871],34915.83396007135
[401.15154871],34890.432844665185
[401.15154871],34865.67324228794
[401.15154871],34839.7022729467
[398.67470151],34814.32737800077
[398.67470151],34789.4989024063
[398.67470151],34763.6856407313
[398.67470151],34738.29383081826
[398.67470151],34713.05023592335
[398.67470151],34687.75947521518
[398.67470151],34663.101078226035
[398.67470151],34637.24082902388
[398.67470151],34611.973678865244
[398.67470151],34587.2538088459
[398.67470151],34561.54705532652
[398.67470151],34536.265025591914
[398.67470151],34511.147076327696
[398.67470151],34485.9375909572
[398.67470151],34461.41730377904
[398.67470151],34435.64911747658
[398.67470151],34410.5007816887
[398.67470151],34385.97181088957
[398.67470151],34360.30389921944
[398.67470151],34335.16219260241
[398.67470151],34310.42355663601
[398.67470151],34285.01193555196
[398.67470151],34260.064615476964
[398.67470151],34234.934941402746
[398.67470151],34210.61426475479
[398.67470151],34184.947219495
[398.67470151],34159.95551675668
[398.67470151],34135.67684301284
[398.67470151],34110.04994990402
[397.23144863],34085.09745180782
[397.23144863],34060.860483126395
[397.23144863],34035.27389864517
[395.75877207],34010.36050781352
[395.75877207],33986.165521792725
[392.4371759],33960.61909818395
[392.4371759],33935.74491704712
[392.4371759],33911.59162106121
[392.4371759],33886.08551232957
[392.12970055],33861.25044532514
[392.12970055],33837.13459632314
[392.12970055],33811.671766574334
[392.12970055],33786.87393350675
[392.12970055],33762.77315387241
[392.12970055],33737.369945450504
[392.12970055],33712.59934596422
[392.12970055],33688.44177624002
[390.98734236],33663.15449387484
[390.98734236],33638.3817789291
[390.33062655],33613.95981420961
[390.33062655],33588.978434401644
[387.73021816],33564.49776034706
[387.73021816],33539.62848443161
[387.73021816],33515.37024683242
[387.73021816],33490.34073459483
[387.73021816],33465.687415497225
[387.73021816],33441.14437216309
[387.59058865],33417.08627727045
[387.59058865],33391.938768189146
[387.59058865],33367.32059870116
[387.59058865],33343.09326954846
[387.59058865],33318.21563265233
[387.59058865],33293.79122229304
[385.72551535],33269.1762250853
[384.97847853],33245.365343337435
[382.22039593],33220.23815465671
[382.22039593],33195.75752946835
[382.21479804],33171.935544360414
[382.21479804],33146.8882180976
[382.21479804],33122.423717545156
[382.21479804],33098.466864215574
[378.93053172],33073.602052152375
[378.74119292],33049.11657843664
[378.07005238],33024.66491923144
[378.07005238],33000.260744912004
[378.07005238],32976.32482384345
[378.07005238],32951.5674648907
[378.07005238],32927.18441647946
[378.07005238],32902.867311529975
[378.07005238],32879.22800416927
[378.07005238],32854.32442190575
[375.89647788],32830.03875047475
[375.89647788],32806.37335531995
[375.89647788],32781.5622238341
[375.89647788],32757.28731803942
[375.89647788],32733.448192649532
[375.89647788],32708.85866886618
[375.89647788],32684.661371959668
[375.89647788],32660.575810679475
[375.75656302],32636.864062966084
[375.75656302],32612.18720480865
[375.75656302],32587.987004618193
[375.75656302],32564.10102685505
[373.18064831],32539.740161039066
[373.18064831],32515.95014246309
[373.18064831],32491.548459526563
[373.18064831],32467.643553262296
[373.18064831],32443.41185985021
[373.18064831],32419.862499244056
[369.32988745],32395.34719233223
[369.32988745],32371.253361193485
[369.32988745],32347.360768480277
[369.32988745],32323.27263719239
[365.63709663],32299.990401070878
[362.14378398],32275.380812530773
[362.14378398],32251.44068321269
[362.14378398],32228.17996676873
[362.14378398],32203.621358400345
[362.14378398],32179.71353193792
[360.14211744],32156.51442349247
[360.14211744],32131.98560225126
[360.14211744],32108.123547153238
[360.14211744],32084.94716928725
[360.14211744],32060.46869844045
[360.14211744],32036.639400605993
[360.14211744],32013.500360456215
[360.14211744],31989.068242645593
[360.14211744],31965.274507202146
[360.14211744],31942.139398852712
[360.14211744],31917.775667184993
[360.14211744],31894.004900097007
[356.59097059],31870.785199680486
[356.59097059],31846.561588916597
[356.59097059],31822.781062851303
[356.59097059],31799.250375182273
[356.59097059],31775.394352951498
[356.59097059],31752.194165169574
[356.59097059],31728.077581140842
[356.59097059],31704.351872307478
[351.15422994],31680.717540983984
[351.15422994],31657.199684851865
[351.15422994],31634.038395842523
[350.2402527],31609.9356656198
[350.2402527],31586.299103927384
[350.2402527],31562.968021299275
[350.2402527],31539.179928335492
[350.2402527],31515.96237022277
[350.2402527],31492.116380500516
[350.2402527],31468.736088457263
[350.2402527],31445.12038248922
[350.2402527],31422.26113528291
[350.2402527],31398.207682165656
[343.17673072],31374.73102517387
[343.17673072],31351.79607139755
[343.17673072],31327.87673960498
[343.17673072],31304.394363216892
[343.17673072],31281.17495095447
[343.17673072],31257.59936850082
[343.17673072],31234.668649989322
[343.17673072],31210.869986053323
[342.50059244],31187.452590471254
[340.09188241],31164.051292643286
[340.09188241],31140.908819804947
[340.09188241],31117.42218843999
[340.09188241],31094.606950917776
[340.09188241],31070.858867288618
[339.96317369],31047.52197931295
[339.96317369],31024.342940189294
[339.96317369],31001.073902415
[339.96317369],30978.44765637819
[339.96317369],30954.642501251936
[339.96317369],30931.4337913217
[339.71853442],30908.84704392135
[339.71853442],30885.106646292097
[339.71853442],30861.92426362695
[339.71853442],30839.276791170527
[339.71853442],30815.65946251097
[339.71853442],30792.47752638671
[339.71853442],30769.586276208855
[339.67142539],30746.273637731778
[339.67142539],30723.57597570492
[339.67142539],30700.128507280646
[339.67142539],30677.07607801644
[339.67142539],30654.13012990297
[339.67142539],30631.552098484302
[339.67142539],30608.024647401773
[339.67142539],30584.979465954526
[337.9845046],30562.31993267701
[337.81245407],30539.018690343328
[337.81245407],30516.178662983402
[337.81245407],30493.140959334858
[337.81245407],30470.884377205293
[337.81245407],30447.337404205366
[337.81245407],30424.449792693827
[337.81245407],30402.20697821067
[337.81245407],30378.715063654356
[337.57184994],30355.857439409545
[337.57184994],30333.683209744027
[337.57184994],30310.217423818383
[337.57184994],30287.40757379052
[337.44425839],30265.24998885833
[337.44425839],30241.837759094626
[337.44425839],30219.058892452624
[337.44425839],30196.9670335264
[336.89287438],30173.582421963787
[336.89287438],30150.850373629368
[336.89287438],30128.777907547093
[336.89287438],30105.445413142515
[336.89287438],30082.745291219428
[336.89287438],30060.71898721886
[336.89287438],30037.427197465095
[336.89287438],30014.76608766735
[336.89287438],29992.76858807728
[336.89287438],29969.526123105104
[336.89287438],29946.899054267815
[336.89287438],29924.89601800749
[336.89287438],29901.729551602206
[336.89287438],29879.12225661413
[336.89287438],29857.01639648859
[336.89287438],29834.00704813148
[336.89287438],29811.387712029515
[336.89287438],29788.88783018793
[336.89287438],29766.409259626216
[336.89287438],29744.416163383525
[336.89287438],29721.389640641835
[336.89287438],29698.87481221095
[336.89287438],29676.772287104122
[336.89287438],29653.962344089625
[336.89287438],29631.539451425786
[336.89287438],29609.188654655987
[336.89287438],29587.2425435279
[336.89287438],29564.333504142243
[336.89287438],29541.901955619735
[336.89287438],29519.818195324475
[336.89287438],29497.173294103057
[336.89287438],29475.02257030862
[336.89287438],29452.49901046819
[336.89287438],29430.57837374406
[336.89287438],29407.8854326211
[336.89287438],29385.562640103293
[336.89287438],29363.306503201275
[336.89287438],29341.678522054706
[336.89287438],29318.832074061625
[336.89287438],29296.595864366376
[336.89287438],29274.984848714987
[336.89287438],29252.205696492536
[336.89287438],29229.994185274525
[336.89287438],29208.314708896247
[336.89287438],29185.663840622885
[336.89287438],29163.45007621403
[336.89287438],29141.521805175944
[336.89287438],29119.1779138242
[336.89287438],29097.40813506464
[336.89287438],29074.962639314563
[336.89287438],29052.919544179927
[336.89287438],29030.865789162213
[336.89287438],29009.33199722145
[336.89287438],28986.742675050922
[335.78713071],28964.679593751618
[335.78713071],28943.072498958834
[335.71579697],28920.658962464746
[335.71579697],28898.614635671456
[334.5237103],28876.609291236495
[334.5237103],28855.08409196465
[334.5237103],28832.699673581075
[334.5237103],28810.697405719642
[334.5237103],28788.709350153807
[334.5237103],28766.746911525857
[334.5237103],28744.81284968186
[334.5237103],28723.306409284993
[334.25562057],28701.058045664442
[334.25562057],28679.199180378564
[334.25562057],28657.429369351452
[334.25562057],28636.072103124505
[334.25562057],28613.735092563635
[334.25562057],28591.897781585805
[333.93192797],28570.501921149593
[333.93192797],28548.332613013084
[333.93192797],28526.546909584955
[333.93192797],28504.82787302287
[333.93192797],28483.68205220503
[333.93192797],28461.389737634865
[333.93192797],28439.674355155625
[331.37880192],28418.56382447581
[331.37880192],28396.33202605763
[331.37880192],28374.645436635103
[331.37880192],28353.494877250716
[331.37880192],28331.363052940753
[331.37880192],28309.687353993842
[331.37880192],28288.375042976942
[331.37880192],28266.46517542375
[331.37880192],28245.0300023561
[331.37880192],28223.31692302451
[331.37880192],28202.315556052374
[331.37880192],28180.264671922916
[331.37880192],28158.694113021324
[331.23171985],28137.552718475334
[330.43807485],28115.66427266517
[330.43807485],28094.162110360285
[330.3777278],28072.739244249256
[330.07402365],28051.779348756365
[330.07402365],28029.848496042272
[330.07402365],28008.362959507776
[330.07402365],27987.253792754498
[330.06926336],27965.516701130688
[330.06926336],27944.226384300826
[330.06926336],27922.763791551053
[327.87773477],27902.017134644044
[327.05659722],27880.177840291813
[321.27011763],27858.79134643052
[321.27011763],27837.81323496788
[321.27011763],27816.13405888604
[321.27011763],27794.85569906493
[321.27011763],27773.627103041727
[321.27011763],27752.791699519807
[321.27011763],27731.10987210361
[321.27011763],27709.802161547206
[321.27011763],27688.508890451776
[321.27011763],27667.23502736102
[321.27011763],27645.976186977336
[321.27011763],27625.068900163977
[320.27499431],27603.5849432184
[320.27499431],27582.604296891557
[320.27499431],27561.262125048543
[320.27499431],27540.582516581733
[320.27499431],27519.085803056052
[320.27499431],27497.963839034357
[320.27499431],27476.919586580036
[318.56577749],27456.319166748883
[318.56577749],27434.856854781872
[318.56577749],27413.761179598794
[318.56577749],27392.711083975166
[318.56577749],27372.316912513255
[318.56577749],27350.876217407193
[318.56577749],27329.815855549266
[318.56577749],27308.768590288153
[318.56577749],27287.750888578103
[318.56577749],27266.770584216403
[318.56577749],27246.389340941292
[318.56577749],27225.07240932536
[318.41273495],27204.13090604546
[318.41273495],27183.258010520603
[318.41273495],27162.882121887375
[318.41273495],27141.629645145375
[318.41273495],27120.75761092212
[318.41273495],27099.970177769977
[318.41273495],27079.55545989034
[318.41273495],27058.39134010026
[318.41273495],27037.633170858866
[318.41273495],27016.820832101825
[318.41273495],26996.533512712685
[315.95606211],26975.41155063971
[315.95606211],26954.68873050458
[315.95606211],26933.959400064134
[315.95606211],26913.684974832962
[315.95606211],26892.637067117626
[315.95606211],26872.010931024688
[315.22540916],26851.25660134485
[315.22540916],26831.133618550622
[315.22540916],26810.115906947245
[315.13796093],26789.50581162481
[315.13796093],26768.86479502815
[315.13796093],26748.716773453376
[315.13796093],26727.785493214622
[315.13796093],26707.298605170927
[314.12705906],26686.59461557634
[314.12705906],26666.643022438897
[314.12705906],26645.720946334684
[313.83336273],26625.214184721925
[313.83336273],26604.67775003596
[313.83336273],26584.634356623923
[313.49193291],26563.8239486615
[313.49193291],26543.492173705137
[312.98560102],26522.871541485605
[312.98560102],26502.952696317723
[312.79218303],26482.190186633365
[312.5385071],26461.908960144017
[312.5385071],26441.35250655643
[312.5385071],26421.50751945449
[312.5385071],26400.790644687044
[312.11878101],26380.556518963276
[312.11878101],26360.064588682726
[311.11622879],26340.29701660015
[311.11622879],26319.622392363635
[311.11622879],26299.42984326765
[311.11622879],26279.0035818192
[311.11622879],26259.31205466796
[311.11622879],26238.67880313123
[311.11622879],26218.527831372823
[310.37974745],26198.16681406201
[310.37974745],26178.511090927434
[310.37974745],26157.941069041466
